crop;zone;crop_sequence_type;crop_management_strategy;duration;composition;plowing;secondary_tillage;other_mechnical_operations;double_crop;double_crop_type;covercrop;covercrop_type;sowing;sowing_rate;harrow_weeding;hoe_weeding;manual_weeding;pesticides_spraying;localized_spraying;fertilizers_spreading;dble_crop_fertilizers_spreading;manure_spreading;manure_type;dble_crop_harvest;crop_harvest;hay;silage;wrapping;seed_coating;herbicides_TFI;fungicide_TFI;insecticide_TFI;in_furrow_ins_TFI;other_TFI;molluscicide_TFI;growth_regulator_TFI;TFI;iron_phosphate_bio_TFI;tricho_bio_TFI;copper_sulfate_bio_TFI;N_rate;dble_crop_N_rate;manure_rate;irrigation;irrigation_operations;irrigation_rate;dble_crop_yield;crop_yield
winter_barley;sheep_farming_zone;crop_sequence_with_temporary_grassland;Average conventionnal;1;0;0,8;1,7;0,2;0;0;0;0;1;150;0;0;0;1,1;0;1,7;0;0,8;cattle manure;0;1;0;0;0;0,6;0,7;0,3;0;0;0;0;0;1;0;0;0;85;0;22;0;0;0;0;4,5
winter_barley;sheep_farming_zone;crop_sequence_with_temporary_grassland;N0;1;0;0,8;1,7;0,2;0;0;0;0;1;150;0;0;0;2,9;0;1,7;0;0,8;cattle manure;0;1;0;0;0;0,6;1,5;0,8;0,2;0;0;0,1;0,1;2,7;0;0;0;85;0;22;0;0;0;0;4,5
winter_barley;sheep_farming_zone;crop_sequence_with_temporary_grassland;N2a ;1;0;0,8;1,7;0,2;0;0;0;0;1;150;0;0;0;1,9;0;1,7;0;0,8;cattle manure;0;1;0;0;0;0,6;0,75;0,4;0;0;0;0;0;1,15;0,1;0;0;65;0;22;0;0;0;0;4
triticale;sheep_farming_zone;crop_sequence_with_temporary_grassland;Average conventionnal;1;0;0,7;2,1;0,1;0;0;0;0;1;170;0;0;0;1,2;0;1,4;0;0,7;cattle manure;0;1;0;0;0;0,6;0,6;0,4;0;0;0;0;0;1;0;0;0;75;0;26;0;0;0;0;4,5
triticale;sheep_farming_zone;crop_sequence_with_temporary_grassland;N0;1;0;0,7;2,1;0,1;0;0;0;0;1;170;0;0;0;2,7;0;1,4;0;0,7;cattle manure;0;1;0;0;0;0,6;1,5;0,8;0;0;0;0,1;0,1;2,5;0;0;0;75;0;26;0;0;0;0;4,5
triticale;sheep_farming_zone;crop_sequence_with_temporary_grassland;N2a ;1;0;0,7;2,1;0,1;0;0;0;0;1;170;0;0;0;1,9;0;1,4;0;0,7;cattle manure;0;1;0;0;0;0,6;0,75;0,4;0;0;0;0;0;1,15;0,1;0;0;55;0;26;0;0;0;0;4
temporary_grassland;sheep_farming_zone;crop_sequence_with_temporary_grassland;Average conventionnal;4;multi-species;0,4;1,1;1;0;0;0;0;1;-1;0;0;0;0;0;0,5;0;0,6;cattle manure;0;2;0,75;0,1;0,15;0;0;0;0;0;0;0;0;0;0;0;0;25;0;16;0;0;0;0;5,5
temporary_grassland;sheep_farming_zone;crop_sequence_organic_livestock_farming;N3;5,5;multi-species;0,4;1,1;1;0;0;0;0;1;-1;0;0;0;0;0;0;0;0,6;cattle manure;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;4,5
alfalfa;sheep_farming_zone;other_crop_sequence;Average conventionnal;4;0;0,3;1,1;1;0;0;0;0;1;20;0;0;0;0,85;0;0;0;0;no manure;0;2,3;0,33;0,33;0,33;0;0,75;0;0,1;0;0;0;0;0,85;0;0;0;0;0;0;0;0;0;0;6,3
alfalfa;sheep_farming_zone;crop_sequence_organic_livestock_farming;N3;5,5;0;0;1;1;0;0;0;0;1;20;0,4;0;0;0;0;0;0;0;no manure;0;2,5;0,33;0,33;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
pulse_cereal_intercrop;sheep_farming_zone;other_crop_sequence;Average conventionnal;1;0;0,7;2,1;0,1;0;0;0;0;1;-1;0,2;0;0;0,1;0;0,5;0;0,7;cattle manure;0;1;0;0;0;0,6;0;0;0;0;0;0;0;0;0,1;0;0;40;0;26;0;0;0;0;4
pulse_cereal_intercrop;sheep_farming_zone;crop_sequence_organic_livestock_farming;N3;1;0;1;2,5;0,1;0;0;0;0;1;-1;0,2;0;0;0;0;0;0;0,5;cattle manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;3
silage_corn;western_massif_central_zone;crop_sequence_with_temporary_grassland;Average conventionnal;1;0;1;1,7;0,1;0,2;italian ryegrass;0;0;1;95500;0;0,2;0;1,3;0;1;0,2;1;cattle manure;0,2;1;0;0;0;0,9;1;0;0,1;0;0;0;0;1,1;0;0;0;55;80;33;0;0;0;4;15
silage_corn;western_massif_central_zone;crop_sequence_with_temporary_grassland;N0;1;0;1;1,7;0,1;0,2;italian ryegrass;0;0;1;95500;0;0,2;0;2;0;1;0,2;1;cattle manure;0,2;1;0;0;0;0,9;1,15;0;0;0,65;0;0,1;0;1,9;;0;0;55;80;33;0;0;0;4;15
silage_corn;western_massif_central_zone;crop_sequence_with_temporary_grassland;N2a;1;0;1;1,7;0,1;0,2;cereal-legume forage mixture;0;0;1;95500;0;1;0;1,7;0;1;0,2;1;cattle manure;0,2;1;0;0;0;0,9;0,85;0;0;0,5;0;0;0;1,35;0,1;0;0;55;50;33;0;0;0;5;14,5
silage_corn;western_massif_central_zone;crop_sequence_with_temporary_grassland;N2a bis;1;0;1;1,7;0,1;0,2;cereal-legume forage mixture;0;0;1;95500;0;1,5;0;1,7;1;1;0,2;1;cattle manure;0,2;1;0;0;0;0,9;0,4;0;0;0,5;0;0;0;0,9;0,1;0;0;55;50;33;0;0;0;5;14,5
triticale;western_massif_central_zone;crop_sequence_with_temporary_grassland;Average conventionnal;1;0;0,8;2;0,1;0;0;0;0;1;165;0;0;0;1;0;1,5;0;0,5;cattle manure;0;1;0;0;0;0,6;0,6;0,3;0;0;0;0;0;0,9;0;0;0;70;0;23;0;0;0;0;4,5
triticale;western_massif_central_zone;crop_sequence_with_temporary_grassland;N0;1;0;0,8;2;0,1;0;0;0;0;1;165;0;0;0;2,8;0;1,5;0;0,5;cattle manure;0;1;0;0;0;0,6;1,5;0,8;0,1;0;0;0,1;0,1;2,6;0;0;0;70;0;23;0;0;0;0;4,5
triticale;western_massif_central_zone;crop_sequence_with_temporary_grassland;N2a ;1;0;0,8;2;0,1;0;0;0;0;1;165;0,5;0;0;1,9;0;1,5;0;0,5;cattle manure;0;1;0;0;0;0,6;0,75;0,4;0;0;0;0;0;1,15;0,1;0;0;50;0;23;0;0;0;0;4
triticale;western_massif_central_zone;crop_sequence_organic_livestock_farming;N3;1;0;1;3;0,1;0;0;0;0;1;180;1;0;0;0;0;0;0;1;cattle manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;3
temporary_grassland;western_massif_central_zone;crop_sequence_with_temporary_grassland;Average conventionnal;4;multi-species;0,3;2,5;1,1;0;0;0;0;1;-1;0;0;0;0;0;0,6;30;0,6;cattle manure;0;2;0,6;0,1;0,3;0;0;0;0;0;0;0;0;0;0;0;0;30;0;18;0;0;0;0;5,5
temporary_grassland;western_massif_central_zone;crop_sequence_organic_livestock_farming;N3;4,5;multi-species;0,3;2,5;1,1;0;0;0;0;1;-1;0;0;0;0;0;0;0;0,8;cattle manure;0;2;0,8;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;4,5
pulse_cereal_intercrop;western_massif_central_zone;crop_sequence_with_temporary_grassland;Average conventionnal;1;0;0,8;2;0,1;0;0;0;0;1;-1;0,2;0;0;0,1;0;0,5;0;0,5;cattle manure;0;1;0;0;0;0,6;0;0;0;0;0;0;0;0;0,1;0;0;40;0;23;0;0;0;0;4
pulse_cereal_intercrop;western_massif_central_zone;crop_sequence_organic_livestock_farming;N3;1;0;1;2,5;0,1;0;0;0;0;1;-1;0,2;0;0;0;0;0;0;0,5;cattle manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;3
durum_wheat;mediterranean_region;crop_sequence_with_sunflower;Average conventionnal;1;0;0,4;2,2;0,6;0;0;0;0;1;155;0;0;0;2,4;0;3;0;0;no manure;0;1;0;0;0;0,9;1,1;0,9;0;0;0;0;0;2;0;0;0;160;0;0;0;0;0;0;4,8
durum_wheat;mediterranean_region;crop_sequence_with_sunflower;N0;1;0;0,4;2,2;0,6;0;0;0;0;1;155;0;0;0;4,5;0;3;0;0;no manure;0;1;0;0;0;0,9;2,1;1,55;0,3;0;0;0,1;0;4,05;0;0;0;160;0;0;0;0;0;0;5
durum_wheat;mediterranean_region;crop_sequence_with_sunflower;N1;1;0;0,4;2,2;0,6;0;0;0;0;1;155;0;0;0;3,9;0;3;0;0;no manure;0;1;0;0;0;0,9;2,1;1,1;0,2;0;0;0;0;3,4;0,1;0;0;160;0;0;0;0;0;0;4,9
durum_wheat;mediterranean_region;crop_sequence_with_sunflower;N2a;1;0;0,4;3,2;0,6;0;0;0;0;1;155;0,3;0;0;3;0;3;0;0;no manure;0;1;0;0;0;0,9;1,85;0,75;0,1;0;0;0;0;2,7;0,1;0;0;135;0;0;0;0;0;0;4,5
durum_wheat;mediterranean_region;crop_sequence_with_sunflower;N2c ;1;0;0,4;3,2;0,6;0;0;0;0;1;155;0,3;0;0;2,5;0;3;0;0;no manure;0;1;0;0;0;0,9;1,5;0,75;0,1;0;0;0;0;2,35;0,1;0;0;135;0;0;0;0;0;0;4,5
sunflower;mediterranean_region;crop_sequence_with_sunflower;Average conventionnal;1;0;0,7;2,6;0,7;0;0;0;0;1;70000;0;0;0;1,9;0;0,7;0;0;no manure;0;1;0;0;0;0,9;1,2;0,1;0,1;0;0,3;0;0;1,7;0;0;0;30;0;0;0;0;0;0;2,3
sunflower;mediterranean_region;crop_sequence_with_sunflower;N0;1;0;0,7;2,6;0,7;0;0;0;0;1;70000;0;0;0;2,7;0;0,7;0;0;no manure;0;1;0;0;0;0,9;1,9;0,2;0,1;0,25;0;0,5;0;2,95;0;0;0;30;0;0;0;0;0;0;2,3
sunflower;mediterranean_region;crop_sequence_with_sunflower;N2a;1;0;0,7;2,6;0,7;0;0;0;0;1;70000;0;1,5;0;1,9;0;0,7;0;0;no manure;0;1;0;0;0;0,9;1,5;0;0;0,1;0;0;0;1,6;0,5;0;0;30;0;0;0;0;0;0;2,2
sunflower;mediterranean_region;crop_sequence_with_sunflower;N2a bis;1;0;0,7;2,6;0,7;0;0;0;0;1;70000;0;1,5;0;1,9;1;0,7;0;0;no manure;0;1;0;0;0;0,9;0,7;0;0;0,1;0;0;0;0,8;0,5;0;0;30;0;0;0;0;0;0;2,2
sunflower;mediterranean_region;crop_sequence_with_sunflower;N2c ;1;0;0,7;2,6;0,7;0;0;0;0;1;70000;0;1,5;0;1,8;0;0,7;0;0;no manure;0;1;0;0;0;0,9;1,15;0;0;0,1;0;0;0;1,25;0,5;0;0;30;0;0;0;0;0;0;2,2
sunflower;mediterranean_region;crop_sequence_organic_irrigated_field_crops;N3;1;0;1;6;0;0;0;0;0;1;75000;3;1;1;0;0;0;0;0,5;poultry manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;1,8
sunflower;mediterranean_region;crop_sequence_organic_dry_field_crops;N3;1;0;1;6;0;0;0;0;0;1;75000;3;1;2,5;0;0;0;0;0,5;poultry manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;1,3
soft_wheat;mediterranean_region;crop_sequence_with_oilseed_rape;Average conventionnal;1;0;0,2;3;0,7;0;0;0;0;1;145;0;0;0;2,6;0;2,9;0;0;no manure;0;1;0;0;0;0,9;1,3;1;0;0;0;0;0;2,3;0;0;0;155;0;0;0;0;0;0;5,9
soft_wheat;mediterranean_region;crop_sequence_with_oilseed_rape;N0;1;0;0,2;3;0,7;0;0;0;0;1;145;0;0;0;5,3;0;2,9;0;0;no manure;0;1;0;0;0;0,9;2,2;1,8;0,3;0;0;0,2;0,15;4,65;0;0;0;155;0;0;0;0;0;0;6
soft_wheat;mediterranean_region;crop_sequence_with_oilseed_rape;N1;1;0;0,2;3;0,7;0;0;0;0;1;145;0;0;0;4,6;0;2,9;0;0;no manure;0;1;0;0;0;0,9;2,2;1,3;0,15;0;0;0;0;3,65;0,2;0;0;155;0;0;0;0;0;0;5,9
soft_wheat;mediterranean_region;crop_sequence_with_oilseed_rape;N2a;1;0;0,2;4;0,7;0;0;0;0;1;145;0,5;0;0;3,1;0;2,9;0;0;no manure;0;1;0;0;0;0,9;1,85;0,65;0;0;0;0;0;2,5;0,2;0;0;130;0;0;0;0;0;0;5,4
soft_wheat;mediterranean_region;crop_sequence_with_oilseed_rape;N2c;1;0;0,2;4;0,7;0;0;0;0;1;145;0,5;0;0;2,4;0;2,9;0;0;no manure;0;1;0;0;0;0,9;1,35;0,65;0;0;0;0;0;2;0,2;0;0;130;0;0;0;0;0;0;5,4
soft_wheat;mediterranean_region;crop_sequence_organic_irrigated_field_crops;N3;1;0;0;4;0,5;0;0;0;0;1;200;2,5;0;0;0;0;0;0;1;poultry manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2,3
soft_wheat;mediterranean_region;crop_sequence_organic_dry_field_crops;N3;1;0;0;4;0,5;0;0;0;0;1;200;2,5;0;0;0;0;0;0;1;poultry manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2,2
grain_corn;mediterranean_region;crop_sequence_with_corn;Average conventionnal;1;0;0,6;2,4;0,6;0;0;0,1;mustard;1;81000;0;0,1;0;2;0;2;0;0,3;cattle manure;0;1;0;0;0;0,9;1,2;0;0,3;0;0,1;0;0;1,6;0;0;0;150;0;36;0,6;6;190;0;9,3
grain_corn;mediterranean_region;crop_sequence_with_corn;N0;1;0;0,6;2,4;0,6;0;0;0,1;mustard;1;81000;0;0,1;0;3,9;0;2;0;0,3;cattle manure;0;1;0;0;0;0,9;2,2;0;0,65;0,8;0;0,2;0;3,85;0;0;0;150;0;36;0,6;6;190;0;9,3
grain_corn;mediterranean_region;crop_sequence_with_corn;N1;1;0;0,6;2,4;0,6;0;0;0,1;mustard;1;81000;0;0,1;0;3;0;2;0;0,3;cattle manure;0;1;0;0;0;0,9;1,9;0;0,3;0,5;0;0;0;2,7;0,2;0,1;0;150;0;36;0,6;6;190;0;9,3
grain_corn;mediterranean_region;crop_sequence_with_corn;N2a;1;0;0,6;2,9;0,6;0;0;0,1;oat-fababean;1;81000;0;1,5;0;2,3;0;2;0;0,3;cattle manure;0;1;0;0;0;0,9;1,1;0;0,3;0,5;0;0;0;1,9;0,2;0,1;0;150;0;36;0,6;6;190;0;9,1
grain_corn;mediterranean_region;crop_sequence_with_corn;N2a bis;1;0;0,6;2,9;0,6;0;0;0,1;oat-fababean;1;81000;0;2;0;2,3;1;2;0;0,3;cattle manure;0;1;0;0;0;0,9;0,45;0;0,3;0,5;0;0;0;1,25;0,2;0,1;0;150;0;36;0,6;6;190;0;9,1
grain_corn;mediterranean_region;crop_sequence_with_corn;N2c ;1;0;0,6;2,9;0,6;0;0;0,1;oat-fababean;1;81000;0;1,5;0;2,3;0;2;0;0,3;cattle manure;0;1;0;0;0;0,9;1,1;0;0,3;0,5;0;0;0;1,9;0,2;0,1;0;150;0;36;0,6;6;190;0;9,1
winter_barley;mediterranean_region;crop_sequence_with_oilseed_rape;Average conventionnal;1;0;0,2;2,6;0,3;0;0;0;0;1;125;0;0;0;2,2;0;2,4;0;0,1;cattle manure;0;1;0;0;0;0,9;1,7;0,7;0;0;0,1;0;0;2,5;0;0;0;115;0;18;0;0;0;0;5,3
winter_barley;mediterranean_region;crop_sequence_with_oilseed_rape;N0;1;0;0,2;2,6;0,3;0;0;0;0;1;125;0;0;0;4,7;0;2,4;0;0,1;cattle manure;0;1;0;0;0;0,9;2,2;1;0,45;0;0;0,2;0,25;4,1;0;0;0;115;0;18;0;0;0;0;5,5
winter_barley;mediterranean_region;crop_sequence_with_oilseed_rape;N1;1;0;0,2;2,6;0,3;0;0;0;0;1;125;0;0;0;3,8;0;2,4;0;0,1;cattle manure;0;1;0;0;0;0,9;2,2;0,65;0,15;0;0;0;0,1;3,1;0,2;0;0;115;0;18;0;0;0;0;5,4
winter_barley;mediterranean_region;crop_sequence_with_oilseed_rape;N2a;1;0;0,2;3,6;0,3;0;0;0;0;1;125;0,5;0;0;3;0;2,4;0;0,1;cattle manure;0;1;0;0;0;0,9;1,85;0,5;0,15;0;0;0;0;2,5;0,2;0;0;90;0;18;0;0;0;0;4,9
winter_barley;mediterranean_region;crop_sequence_with_oilseed_rape;N2c;1;0;0,2;3,6;0,3;0;0;0;0;1;125;0,5;0;0;2,4;0;2,4;0;0,1;cattle manure;0;1;0;0;0;0,9;1,35;0,5;0,15;0;0;0;0;2;0,2;0;0;90;0;18;0;0;0;0;4,9
winter_barley;mediterranean_region;crop_sequence_organic_dry_field_crops;N3;1;0;0;3;0,5;0;0;0;0;1;190;2,5;0;0;0;0;0;0;1;poultry manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2,3
oilseed_rape;mediterranean_region;crop_sequence_with_oilseed_rape;Average conventionnal;1;0;0,2;3,1;0,4;0;0;0;0;1;2,6;0;0;0;5,4;0;2,6;0;0,1;cattle manure;0;1;0;0;0;0,9;1,6;0,7;2,3;0;0,5;0;0;5,1;0;0;0;155;0;20;0;0;0;0;3
oilseed_rape;mediterranean_region;crop_sequence_with_oilseed_rape;N0;1;0;0,2;3,1;0,4;0;0;0;0;1;2,6;0;0;0;8,5;0;2,6;0;0,1;cattle manure;0;1;0;0;0;0,9;2,35;1;4;0;0;0,5;0,3;8,15;0;0;0;155;0;20;0;0;0;0;3
oilseed_rape;mediterranean_region;crop_sequence_with_oilseed_rape;N2a;1;0;0,2;3,1;0,4;0;0;0;0;1;2,6;0;0;0;6;0;2,6;0;0,1;cattle manure;0;1;0;0;0;0,9;1,9;0,75;2,2;0;0;0;0;4,85;0,3;0;0;155;0;20;0;0;0;0;2,9
oilseed_rape;mediterranean_region;crop_sequence_with_oilseed_rape;N2c;1;0;0,2;3,1;0,4;0;0;0;0;1;2,6;0;0;0;5;0;2,6;0;0,1;cattle manure;0;1;0;0;0;0,9;1,4;0,5;2,2;0;0;0;0;4,1;0,3;0;0;155;0;20;0;0;0;0;2,7
alfalfa;mediterranean_region;other_crop_sequence;Average conventionnal;4;0;0,3;2;0,8;0;0;0;0;1;20;0;0;0;0,85;0;0;0;0;no manure;0;2,3;1;0;0;0;0,75;0;0,1;0;0;0;0;0,85;0;0;0;0;0;0;0;0;0;0;5,4
sorghum;mediterranean_region;other_crop_sequence;Average conventionnal;1;0;0,6;2,4;0,6;0;0;0;0;1;320000;0;1,5;0;1,3;0;1;0;0;no manure;0;1;0;0;0;1;1,1;0;0;0;0;0,1;0;1,2;0;0;0;110;0;0;0;0;0;0;5,5
chickpea;mediterranean_region;other_crop_sequence;Average conventionnal;1;0;1;3;0;0;0;0;0;1;180;0;0;0;1,5;0;0;0;0;no manure;0;1;0;0;0;1;1,25;0,4;0;0;0;0,1;0;1,75;0;0;0;0;0;0;0;0;0;0;1,5
chickpea;mediterranean_region;crop_sequence_organic_irrigated_field_crops;N3;1;0;1;3;1;0;0;0;0;1;180;2,5;0;0;0;0;0;0;0;no manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1
chickpea;mediterranean_region;crop_sequence_organic_dry_field_crops;N3;1;0;1;3;1;0;0;0;0;1;180;2,5;0;0;0;0;0;0;0;no manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1
soybean;mediterranean_region;other_crop_sequence;Average conventionnal;1;0;0,5;2,7;0,5;0;0;0,1;mustard;1;105;0;0,2;0;1,9;0;0;0;0;no manure;0;1;0;0;0;0,2;1,5;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0,6;5,5;160;0;2,8
soybean;mediterranean_region;crop_sequence_organic_irrigated_field_crops;N3;1;0;0,5;4;1,5;0;0;0,5;oat-fababean;1;110;3;2;4;0;0;0;0;0;no manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;120;0;1,9
triticale;mediterranean_region;other_crop_sequence;Average conventionnal;1;0;0,5;2,5;0,2;0;0;0;0;1;165;0;0;0;1,5;0;1,9;0;0,4;cattle manure;0;1;0;0;0;0,8;0,9;0,5;0;0;0;0;0;1,4;0;0;0;80;0;22;0;0;0;0;4,5
triticale;mediterranean_region;crop_sequence_organic_irrigated_field_crops;N3;1;0;0;4;0,5;0;0;0;0;1;190;2,5;0;0;0;0;0;0;1;poultry manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2,4
silage_corn;mediterranean_region;other_crop_sequence;Average conventionnal;1;0;0,8;2,6;0,2;0,2;italian ryegrass;0;0;1;82000;0;0;0;1,5;0;1,9;0,2;0,8;cattle manure;0,2;1;0;0;0;0,9;1,2;0;0,2;0;0,1;0;0;1,5;0;0;0;125;80;24;0,4;5;145;4;13
winter_oilseed_flax;mediterranean_region;other_crop_sequence;Average conventionnal;1;0;0,2;3,3;0,6;0;0;0;0;1;30;0;0;0;4,3;0;1,8;0;0;no manure;0;1;0;0;0;0,7;1,3;1,2;0,4;0;0,2;0;0;3,1;0;0;0;100;0;0;0;0;0;0;1,8
winter_protein_pea;mediterranean_region;other_crop_sequence;Average conventionnal;1;0;0,3;3;0,8;0;0;0;0;1;185;0;0;0;3,5;0;0;0;0;no manure;0;1;0;0;0;1;1,1;1,2;0,8;0;0;0;0;3,1;0;0;0;0;0;0;0;0;0;0;3,2
lentil;mediterranean_region;crop_sequence_organic_dry_field_crops;N3;1;0;1;3;1;0;0;0;0;1;110;2,5;0;0;0;0;0;0;0;no manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,7
soft_wheat;eastern_massif_central_zone;crop_sequence_with_corn;Average conventionnal;1;0;0,5;1,9;0,4;0;0;0;0;1;155;0;0;0;2,3;0;2,8;0;0,2;cattle slurry;0;1;0;0;0;0,9;1,2;0,8;0,1;0;0,1;0;0;2,2;0;0;0;150;0;26;0,2;2;65;0;6,4
soft_wheat;eastern_massif_central_zone;crop_sequence_with_corn;N0;1;0;0,5;1,9;0,4;0;0;0;0;1;155;0;0;0;5,2;0;2,8;0;0,2;cattle slurry;0;1;0;0;0;0,9;2,1;1,6;0,8;0;0;0,1;0,15;4,75;0;0;0;150;0;26;0,2;2;65;0;6,5
soft_wheat;eastern_massif_central_zone;crop_sequence_with_corn;N1;1;0;0,5;1,9;0,4;0;0;0;0;1;155;0;0;0;4,4;0;2,8;0;0,2;cattle slurry;0;1;0;0;0;0,9;2,1;1,1;0,4;0;0;0;0,1;3,7;0,1;0;0;150;0;26;0,2;2;65;0;6,4
soft_wheat;eastern_massif_central_zone;crop_sequence_with_corn;N2a;1;0;0,5;1,9;0,4;0;0;0;0;1;155;0,3;0;0;3;0;2,8;0;0,2;cattle slurry;0;1;0;0;0;0,9;1,8;0,65;0,2;0;0;0;0;2,65;0,1;0;0;125;0;26;0,2;2;65;0;5,8
soft_wheat;eastern_massif_central_zone;crop_sequence_with_corn;N2c;1;0;0,5;1,9;0,4;0;0;0;0;1;155;0,3;0;0;2,7;0;2,8;0;0,2;cattle slurry;0;1;0;0;0;0,9;1,5;0,65;0,2;0;0;0;0;2,35;0,1;0;0;125;0;26;0,2;2;65;0;5,8
